Image,Accuracy,Sensitivity,Specificity,Dice
01_test_segmentation.png,0.9677385137592142,0.794819359236252,0.9836934393071869,0.8062890106089192
02_test_segmentation.png,0.9651381985694943,0.7395038462724398,0.9896804674872227,0.8062717887396119
03_test_segmentation.png,0.9523851375924065,0.7459723352316531,0.9735792938659925,0.7447482575424047
04_test_segmentation.png,0.9626045581282288,0.6824436879841086,0.9881923359329712,0.7533630494311793
05_test_segmentation.png,0.9663322827009041,0.8016677855903319,0.9817807524389797,0.8033283172522258
06_test_segmentation.png,0.9612377257849145,0.7753123000771827,0.9796277238801916,0.7826382515888681
07_test_segmentation.png,0.964977573039127,0.7437311043924084,0.985585316967285,0.7834982014387022
08_test_segmentation.png,0.9558885925566445,0.7536360479916848,0.9731317363890496,0.7285780885779527
09_test_segmentation.png,0.9665656443204944,0.7814897302644636,0.9812439077045545,0.7745258338781936
10_test_segmentation.png,0.9671141956600506,0.8538284998953249,0.975986535727676,0.7904200869143814
11_test_segmentation.png,0.965250333373713,0.7213736117952009,0.9864449546572702,0.7685039370077189
12_test_segmentation.png,0.9579797551218039,0.7829171940318402,0.9729998321744275,0.7464847964014653
13_test_segmentation.png,0.9627682143289804,0.7399124444291105,0.984621937948605,0.7801971694904761
14_test_segmentation.png,0.9622014789671184,0.8072976998176372,0.9744463484505286,0.7578252427182995
15_test_segmentation.png,0.9533822281488376,0.8642415150942883,0.9595435281309227,0.7056301909900284
16_test_segmentation.png,0.9639835131530802,0.7126835511246421,0.9888333089106734,0.7807622772385381
17_test_segmentation.png,0.9594678142804898,0.7696210970773845,0.9763863995695493,0.7565353527996875
18_test_segmentation.png,0.9607588798641968,0.7764778802197349,0.976399492349037,0.7558639414735735
19_test_segmentation.png,0.9658504061098022,0.8793109961089112,0.9733991900805974,0.8051328168233252
20_test_segmentation.png,0.9603709540550078,0.8159858196954466,0.9718286822744783,0.7517183761818343
Average,0.9620997999757254,0.7771113253165024,0.97887025921236,0.7691157493548693
